Unnamed: 0,sentence,sentence_bert,similarity
4852,"코로나에 대한 이야기도 하고, 제가 런닝을 ~하다말다~ 하고 있어서 런닝에 대한 조언도 받았습니다.","코로나에 대한 이야기도 하고, 또 제가 런닝을 ~ 하다말다 ~ 하고 있어서, 런닝에 대한 조언도 받았습니다.",1.0000000000000004
5165,"서번째 보면서 눈물을 흘렸다,,",", 서번째 보면서 눈물을 흘렸다,,",1.0000000000000004
8726,오 그럼 잠드시기 전에 알려주세요! ㅋㅋ,오 그럼 잠드시기 전에 꼭 알려주세요! ㅋㅋ,1.0000000000000004
7793,한 번 문의 드려 볼게요~~,한 번 문의 드려 봐 볼게요 ~ ~,1.0000000000000004
8465,국가토지 임대후 그 토지를 전대하여 이득을 취하는자 엄벌,국가토지 임대후 그 토지를 전대하여 그 이득을 취하는자 엄벌,1.0000000000000004
7551,삶이 무료할 땐 휴가를!!!!,내 삶이 무료할 땐 휴가를!!!!,1.0000000000000004
2083,"구적폐와 신적폐, 다 배척하여야할 대상, 보통 국민을 표준으로 하여주십시오","구적폐와, 신적폐, 다 배척하여야할 대상, 보통 국민을 표준으로 하여주십시오",1.0000000000000004
753,노골적으로 하는 장면이 나오는데...,. 노골적으로 하는 장면이 나오는데...,1.0000000000000004
2397,제건 7명 이상 무리데스네요 ㅋ.ㅋ ㅋㅋ,제건 7명 이상 무리데스네요. ㅋ. ㅋ ㅋㅋ,1.0000000000000004
2934,음주운전도 중요하지만 졸음운전 노약자나 심신미약자 운전미숙도 좀 중요시합시다.,"음주운전도 중요하지만, 졸음운전 노약자나 심신미약자 운전미숙도 좀 중요시합시다.",1.0000000000000004
356,[기고] 법원 멋대로 운용하는 개인회생제도/이상일 언론인,/ [ 기고 ] 법원 멋대로 운용하는 개인회생제도 / 이상일 언론인,1.0000000000000004
1800,지브리 좋아하는 사람은 안깔아보곤 못 버틸 것 같은 게임!,지브리 좋아하는 사람은 안깔아보곤 못 버틸 것 같은 이 게임!,1.0000000000000004
2444,앤헤서웨이가 정말 이쁘다는거빼곤 기억에 남지 않음,앤헤서웨이가 정말 이쁘다는거빼곤 잘 기억에 남지 않음,1.0000000000000004
2211,오... 좋아요 구독 눌렀습니다!,오... 좋아요! 구독 눌렀습니다!,1.0000000000000004
6598,아... 어릴적 추억의 향수에 푹 빠져 봤습니다...,아... 어릴적 추억의 그 향수에 푹 빠져 봤습니다...,1.0000000000000002
912,"리프티드, 닥터 페퍼 최고 ㅋㅋㅋ","리프티드, 닥터 페퍼 최고! ㅋㅋㅋ",1.0000000000000002
2489,왠 컬트무비? 환상여행? 이라기보담 이정도 되면 컬트에 가까움,왠 컬트무비? 환상여행?? 이라기보담 이정도 되면 컬트에 가까움,1.0000000000000002
5995,TV에서 나올 때 한 번 봐볼까 하다가 분만에 꺼버림....절레절레.,TV에서 나올 때 한 번 봐볼까 하다가 몇 분만에 꺼버림.... 절레절레.,1.0000000000000002
1490,헐.... 심각한 이야기라 이런 말 하기 쫌 그렇지만...사진만 보면 재첩국...,. 헐.... 심각한 이야기라 이런 말 하기 쫌. 그렇지만... 사진만 보면 재첩국...,1.0000000000000002
4578,국가원수에 대한 예의에 어긋나는 글은 원천 차단해 주세요.,국가원수에 대한 예의에 어긋나는 이 글은 원천 차단해 주세요.,1.0000000000000002
4603,완전 대박 불쌍함 여자..ㅠㅠ%,완전. 대박 불쌍함 여자.. ㅠㅠ %,1.0000000000000002
4499,오늘 쉬는 날이었군요? ㅠㅠ,오늘 쉬는 날이었군요?? ㅠㅠ,1.0000000000000002
4770,쉐프들 케미도 떨어지고 요리 자체도 떨어지고...,쉐프들 케미도 안 떨어지고 요리 자체도 떨어지고...,1.0000000000000002
4439,이 게임도 추천드려요 ㅎㅎ,이 게임도 추천드려요. ㅎㅎ,1.0000000000000002
4433,up로고를 활용해서 UP이 들어간 다양한 문구도 좋을 것 같아요!,up로고를 활용해서 UP이 들어간 더 다양한 문구도 좋을 것 같아요!,1.0000000000000002
5221,하지원은 뭐든지 어울려 영화계 블루칩.,하지원은 뭐든지 잘 어울려 영화계 블루칩.,1.0000000000000002
4141,"세기 ""레니 할린, 작품은 ""마인트헌터, 뿐인가!? 연출이 tv판 수준!",""" 세기 "" 레니 할린, 작품은 "" 마인트헌터, 뿐인가!? 연출이 tv판 수준!",1.0000000000000002
673,스포츠토토(배트맨) 운영 방식에 항의 합니다,스포츠토토 ( 배트맨 ) 의 운영 방식에 항의 합니다,1.0000000000000002
5667,저도 꼭 긴머리연맹?에 들어갈 수 있도록 열심히 기르겠습니다 ㅋㅋㅋ,저도 꼭 긴머리연맹? 에 들어갈 수 있도록 더 열심히 기르겠습니다 ㅋㅋㅋ,1.0000000000000002
2562,진짜 볼때마다 저 심장 아파요,저 진짜 볼때마다 저 심장 아파요,1.0000000000000002
4144,이것도 그렇고 주유소 습격사건도 그렇고.......,"이것도 그렇고, 주유소 습격사건도 그렇고.......",1.0000000000000002
7995,주52시간 때문에 삶의 만족도가 떨어질거 같다,주52시간 때문에 삶의 질 만족도가 떨어질거 같다,1.0000000000000002
4179,그럼 내일 우리팀은 무조건 이기는 겁니다.,"그럼, 내일 우리팀은 무조건 이기는 겁니다.",1.0000000000000002
7980,드라마는 재미있지만 왠지 MBC가 했다는게 꺼림직...ㅡㅡ,이 드라마는 재미있지만 왠지 MBC가 했다는게 꺼림직... ㅡㅡ,1.0000000000000002
7955,두 분 어디 도장깨기 하러 가시는가요… ㅋㅋㅋ,저 두 분 어디 도장깨기 하러 가시는가요 … ㅋㅋㅋ,1.0000000000000002
5646,리얼미터 전국조사 503명이 전체를 전국대표한다니 공표를 못하게좀 해 주세요,"리얼미터 전국조사 503명이 전체를 전국대표한다니, 공표를 못하게좀 해 주세요",1.0000000000000002
1981,로렌스 왜그랬어ㅠ 연기력 아깝다,로렌스 왜그랬어ㅠ 내 연기력 아깝다,1.0000000000000002
780,"금융개혁, 김기식을 '머슴'으로 써주십시오 II.","☞ 금융개혁, 김기식을'머슴'으로 써주십시오 II.",1.0000000000000002
4352,사건이 해결되지 않은 몰카 피해자입니다.,사건이 해결되지 않은 채 몰카 피해자입니다.,1.0000000000000002
1505,우리가 어떤 세상에 살고 있는지... 불편한 진실.,우리가 어떤 세상에 살고 있는지.... 불편한 진실.,1.0000000000000002
2448,제발 산업과 공학에 신경써주세요!!,"제발, 산업과 공학에 신경써주세요!!",1.0000000000000002
4650,명절날 수돗물 단수라? (전남 곡성군),설 명절날 수돗물 단수라? ( 전남 곡성군 ),1.0000000000000002
5515,저도 사실 보자마자 이게 떠오르긴 했… ㅋㅋ,저도 사실 보자마자 이게 떠오르긴 했 … … ㅋㅋ,1.0000000000000002
7610,무슨 공익들이 교관 조교하는느낌이야 ..,무슨 공익들이 교관 조교하는느낌이야...,1.0000000000000002
6891,군대갔다왔지만개인으로인해 단체생활에 피해가되는데 그걸로 분량채우는건가?,군대갔다왔지만개인으로인해 단체생활에 피해가되는데 왜 그걸로 분량채우는건가?,1.0000000000000002
6948,타고 싶은데 넘 비싸요 ㅎㅎ,차 타고 싶은데 넘 비싸요 ㅎㅎ,1.0000000000000002
5233,어깨에 앉은 꿀벌 아닌가요?,어깨에 앉은 게 꿀벌 아닌가요?,1.0000000000000002
7018,저의 첫 회식 멤버셨는데..,저의 첫 첫 회식 멤버셨는데..,1.0000000000000002
7022,같은 또래에 비해 더 잘먹고 잘 크고 있다고 합니다 ㅎㅎㅎ,같은 또래에 비해 더 잘먹고 더 더 잘 크고 있다고 합니다 ㅎㅎㅎ,1.0000000000000002
7055,한샘 국정조사 대리점과 본사의싸움에 피해는 소비자몫,"한샘 국정조사, 대리점과 본사의싸움에 피해는 소비자몫",1.0000000000000002
7137,청소년이라도 옳고 그름의 판단은 정확해야 합니다.,청소년이라도 그 옳고 그름의 판단은 정확해야 합니다.,1.0000000000000002
5159,"사기당한건 머고,, 복수는머고,, 쓸데없는 전개..","사기당한건 또 머고,, 복수는머고,, 쓸데없는 전개..",1.0000000000000002
5398,부엉이 바위를 관광지로 만들어주세요,부엉이 바위를 관광지로 잘 만들어주세요,1.0000000000000002
1228,"요즘 푸욱 빠진 아이키님 세바시 강연을 우연히 지금에서야 봤는데,","요즘 푸욱 빠진 아이키님 세바시 강연을 우연히 지금에서야 해 봤는데,",1.0000000000000002
5133,우와 진짜멋져요... 마테호른 바라보며 스키라니...ㅠㅠ,. 우와 진짜멋져요... 마테호른 바라보며 스키라니... ㅠㅠ,1.0000000000000002
1400,아~그냥 답답.. 뭐~싸우는 대사뿐이고.. 에혀..,아 ~ 그냥 답답.. 뭐 ~ 싸우는 건 대사뿐이고.. 에혀..,1.0000000000000002
6795,사우나도 무슨 강남 최신식이고..,사우나도 무슨. 강남 최신식이고..,1.0000000000000002
5020,GDI 엔진 엔진오일감소 현상 조사 및 조사과정 공론화.,- GDI 엔진 엔진오일감소 현상 조사 및 조사과정 공론화.,1.0000000000000002
4899,열매 먹을 수 있나요? 궁금궁금],열매 먹을 수 있나요? [ 궁금궁금 ],1.0000000000000002
7319,ㅋㅋ 깨달음의 회식 시간이었군요..,. ㅋㅋ 깨달음의 회식 시간이었군요..,1.0000000000000002
5409,이뻣던 종초홍~ 그리고 홍금보..,이뻣던 종초홍 ~ ~ 그리고 홍금보..,1.0000000000000002
5441,성평등을 위해서 평가기준을 올려주세요,성평등을 위해서 평가기준을 좀 올려주세요,1.0000000000000002
19,내년 러시아월드컵 자진포기 청원드립니다.,- 내년 러시아월드컵 자진포기 청원드립니다.,1.0000000000000002
4719,저도 여러번 찍어오거나 받아왔는데 말이죠...,"저도 여러번 찍어오거나, 받아왔는데 말이죠...",1.0000000000000002
7410,저도 그래서 샤오미 사이클로.. ㅋㅋㅋ,저도 그래서 샤오미 사이클로... ㅋㅋㅋ,1.0000000000000002
1118,저도 모르게.. 하와이 간접체험 할 사람마냥 넘나리 많은 질문들을 드렸네요ㅋㅋ,.. 저도 모르게.. 하와이 간접체험 할 사람마냥 넘나리 많은 질문들을 드렸네요ㅋㅋ,1.0000000000000002
7428,대체; 왜 맨날 해주냐,; 대체 ; 왜 맨날 해주냐,1.0000000000000002
2373,16일날에 예정대로 수능치르게 해주세요,꼭 16일날에 예정대로 수능치르게 해주세요,1.0000000000000002
7503,썸네일 보고 일단 클릭해보지 않을 수 없었던 플리,썸네일 보고 일단 클릭해보지 않을 알 수 없었던 플리,1.0000000000000002
1080,영화마다 진지하게 일장연설하는 부분은 제발 이제 그만~,영화마다 진지하게 ~ 일장연설하는 부분은 제발 이제 그만 ~,1.0000000000000002
1020,헉?! 알파벳은 든든합니다. ~!,! 헉?! 알파벳은 든든합니다. ~!,1.0000000000000002
5685,오오 이제 4명 되었네요 ㅋㅋ,오오 이제 4명 다 되었네요 ㅋㅋ,1.0000000000000002
4648,아니 이런 성스러운 채널이 있는지 입사 3달만에 알았습니다!,! 아니 이런 성스러운 채널이 있는지 입사 3달만에 알았습니다!,1.0000000000000002
651,아직 ; 벌써 백일인게 신기하고 자랑스럽습니당,아직 ; 벌써 ; 백일인게 신기하고 자랑스럽습니당,1.0000000000000002
8032,"평범한 로맨틱 코미디지만, 마음을 끄는 무언가가 있다.","평범한 로맨틱 코미디지만, 마음을 끄는 건 무언가가 있다.",1.0000000000000002
8157,동의합니다가 너무 웃겨서 동의를 못하겠어요,동의합니다가 너무 웃겨서. 동의를 못하겠어요,1.0000000000000002
212,시대를 타지 않는 명작...셰익스피어 원작 그자체,시대를 타지 않는 한 명작... 셰익스피어 원작 그자체,1.0000000000000002
155,엄청난 후폭풍을 몰고 올 개정.,이 엄청난 후폭풍을 몰고 올 개정.,1.0000000000000002
162,대박! 허리가 훨씬 편안하게 느껴지네요.,대박!! 허리가 훨씬 편안하게 느껴지네요.,1.0000000000000002
180,세상에 퍼펙트 월드란 없다,세상에 퍼펙트 월드란 게 없다,1.0000000000000002
183,이 나이에 군대를 가고 싶습니다~~~ ^^,이 나이에 꼭 군대를 가고 싶습니다 ~ ~ ~ ^ ^,1.0000000000000002
3507,. 분량 시간분.난뭘본걸까? 레이 개실망...,.. 분량 시간분. 난뭘본걸까? 레이 개실망...,1.0000000000000002
2957,수소차가 공기정화의 기능이 된다면 서울시 택시를 수소차로,"수소차가 공기정화의 기능이 된다면, 서울시 택시를 수소차로",1.0000000000000002
3517,이 점을 기억하면서 이번 주말에 나머지 편들을 봐야겠습니다.,이 점을 기억하면서 이번 주말에 나머지 세 편들을 봐야겠습니다.,1.0000000000000002
6052,조두순 출소를 막을 방법은 현실적으론 없지않을까요..,"조두순 출소를 막을 방법은, 현실적으론 없지않을까요..",1.0000000000000002
6084,궁금해서 discussion 구경해보니 사진과 같은 글이 있네요 ㅋㅋㅋ,궁금해서 discussion 구경해보니 사진과 같은 글이 있네요. ㅋㅋㅋ,1.0000000000000002
3586,이나영팬이어서 봤었는데 보고나서 이나영한테 급실망했었다.,"이나영팬이어서 봤었는데, 보고나서 이나영한테 급실망했었다.",1.0000000000000002
237,어 저 되게 갸륵하게 나왔네요..ㅋㅋ,. 어 저 되게 갸륵하게 나왔네요.. ㅋㅋ,1.0000000000000002
6119,원곡도 한 번 들어보시죠 ㅎ -,원곡도 한 번 들어보시죠? ㅎ -,1.0000000000000002
8644,sbs그것이알고싶다 !축구협회 비리좀파헤쳐 주십시요,# sbs그것이알고싶다! 축구협회 비리좀파헤쳐 주십시요,1.0000000000000002
5785,빗썸 원화 출금 금지 풀어주시고 해킹이 맞는지 압수수색 부탁드립니다.,빗썸 원화 출금 금지 풀어주시고 해킹이 맞는지. 압수수색 부탁드립니다.,1.0000000000000002
8795,이 태리 느낌 좋은데요? ㅋㅋ,아 이 태리 느낌 좋은데요? ㅋㅋ,1.0000000000000002
8826,그걸 앉아서 바라보던 저도.. 같이 핀 셈…인가..,그걸 앉아서 바라보던 저도.. 다 같이 핀 셈 … 인가..,1.0000000000000002
6274,"분명한거고 당연한 만남이지만, 이루어질 수 없는 민족","분명한거고, 당연한 만남이지만, 이루어질 수 없는 민족",1.0000000000000002
3285,"페드로 알모도바르, 또 다른 신세계.","페드로 알모도바르, 또 다른, 신세계.",1.0000000000000002
9266,국민연금 .. 어려운이들에게는 희망이될수있게 자율해지를..,국민연금.. 어려운이들에게는. 희망이될수있게 자율해지를..,1.0000000000000002
3161,식물 관련해서는 죽음의 손이지만.. 이번엔 꼭! 꽃이 피는걸 볼 수 있기를!!,식물 관련해서는 죽음의 두 손이지만.. 이번엔 꼭!! 꽃이 피는걸 볼 수 있기를!!,1.0000000000000002
1736,로맨틱보단 코믹이 더 강하고 시간 잘간다.. 화장실유머도 웃기고,로맨틱보단 코믹이 더 강하고 시간 잘간다.. 화장실유머도 더 웃기고,1.0000000000000002
3198,회식금지법 발의 좀 해주세요,회식금지법 발의 좀 꼭 해주세요,1.0000000000000002
3220,참고로 저는 사업자 아님 ...,참고로 저는 사업자 아님....,1.0000000000000002
9153,여러분도 한 번 해보세요..,여러분도 꼭 한 번 해보세요..,1.0000000000000002
72,구글 meet에 맞는 사이즈로 리사이즈했습니다,구글 meet에 맞는 큰 사이즈로 리사이즈했습니다,1.0000000000000002
125,욱일기~ 전범기 관련 사용금지 법안을 당장만드시요,욱일기 ~ ~ 전범기 관련 사용금지 법안을 당장만드시요,1.0000000000000002
5851,다음에 또 같이 해요~,그 다음에 또 같이 해요 ~,1.0000000000000002
3288,대학원 후배가 이걸 찾아서 저에게 보내왔어요 ㅋㅋ,대학원 후배가 이걸 찾아서 저에게 보내왔어요. ㅋㅋ,1.0000000000000002
8978,다 좋은데.. 내롤모델의 끝이 죽는게 참..,둘 다 좋은데.. 내롤모델의 끝이 죽는게 참..,1.0000000000000002
3383,돌아서면 자라있는 신기한 머리…..ㅎㅎ,돌아서면 자라있는 신기한 내 머리 ….. ㅎㅎ,1.0000000000000002
3420,와 다들 나랑 똑같네 ㅋㅋ,와 ~ 다들 나랑 똑같네 ㅋㅋ,1.0000000000000002
8835,화면발 너무 잘 받네요 ㅎㅎ,화면발 너무 잘 받네요. ㅎㅎ,1.0000000000000002
1851,소시오패스를 연기하는 자체가 모순,- 소시오패스를 연기하는 자체가 모순,1.0000000000000002
5791,그러고 보니 대부분 그냥 업체 잔들이네요. ㅋㅋ,그러고 보니 대부분 그냥 업체 잔들이네요.. ㅋㅋ,1.0000000000000002
5733,실제 배경이였고...! 멋진 뷰에 살고 계시더라구요!!,! 실제 배경이였고...! 멋진 뷰에 살고 계시더라구요!!,1.0000000000000002
2844,음.. YP 같은 느낌도 듭니다 ㅠ,. 음.. YP 같은 느낌도 듭니다 ㅠ,1.0000000000000002
4100,같이 기획해보아요! : ),같이 기획해보아요!! : ),1.0000000000000002
4016,여지껏 봤던 단편에서 가장 잘 잡힌 케릭터!,"여지껏 봤던 단편에서, 가장 잘 잡힌 케릭터!",1.0000000000000002
2719,아마도 저런 것들을 깨닫게 된 것은 시력이 나빠지신 이후시겠죠?,아마도 저런 것들을 깨닫게 된 것은 시력이 나빠지신 분 이후시겠죠?,1.0000000000000002
2744,"업무를 진행하다 보면, 스스로 진행할 일이 무엇이고, 시간을 어느정도 할애하는 지를 tracking하는 것이 참 중요한 것 같습니다.","업무를 잘 진행하다 보면, 스스로 진행할 할 일이 무엇이고, 그 시간을 어느정도 할애하는 지를 tracking하는 것이 참 중요한 것 같습니다.",1.0000000000000002
8279,가능함... 가능하겠지... 가능할거야... 바보가 아닌 이상.,가능함... 가능하겠지.... 가능할거야... 바보가 아닌 이상.,1.0000000000000002
5690,와 한달에 단편소설 한 편 작성.. 대단하셔요 !! 궁금해집니다!!!,. 와 한달에 단편소설 한 편 작성.. 대단하셔요!! 궁금해집니다!!!,1.0000000000000002
550,부동산정책... 1채있는 집을 팔고 싶다..,. 부동산정책... 1채있는 집을 팔고 싶다..,1.0000000000000002
3957,정말 알면알수록 역겨운 연예인!,! 정말 알면알수록 역겨운 연예인!,1.0000000000000002
8551,"으엇, 내일 바로 충전하겠습니다 ㅠㅠ!!!","으엇, 내일 바로 충전하겠습니다. ㅠㅠ!!!",1.0000000000000002
3921,쑈를 하라! 쑈! 쑈! 쑈!,쑈를 하라!! 쑈! 쑈! 쑈!,1.0000000000000002
8403,덕분에 어떻게 하면 좋은 인원을 잘 선발할 수 있을지에 대한 힌트를 얻을 수 있었습니다.,"덕분에, 어떻게 하면 좋은 인원을 더 잘 선발할 수 있을지에 대한 힌트를 얻을 수 있었습니다.",1.0000000000000002
5744,오 거의 똑같네요 ㅋㅋ,오 거의 똑같네요. ㅋㅋ,1.0000000000000002
3910,ㅋㅋ 웃느라 얼굴 망가진걸 이렇게 가려주셨군요,ㅋㅋ 웃느라 얼굴 망가진걸 이렇게 다 가려주셨군요,1.0000000000000002
6930,저랑 함께.. 한번 더 들어보실래여…? ㅋㅋㅋ,저랑 함께... 한번 더 들어보실래여 …? ㅋㅋㅋ,1.0000000000000002
3888,허걱.. 요즘 제가 골초가 된 듯 ㅠㅠ,허걱.. 요즘 제가 골초가 된 듯. ㅠㅠ,1.0000000000000002
6311,미세먼지 매우나쁨일때는 중학교 고등학교도 쉬게해주세요,"미세먼지 매우나쁨일때는 중학교, 고등학교도 쉬게해주세요",1.0000000000000002
8433,믱 ;ㅁ; 시간이 없어서 시도도 사실 못해봐서...,; ㅁ ; 시간이 없어서. 시도도 사실 못해봐서...,1.0000000000000002
2849,저는 황금볶음밥이 편해서 자주 먹고..,저는 황금볶음밥이 편해서 자주 안 먹고..,1.0000000000000002
3136,출산장려금 지역별 차이 없애주세요,저소득층 출산장려금 지역별 차이 없애주세요,1.0000000000000002
3763,제가 내준 최고난이도 수학문제 붙잡고 씨름하는 딸의 모습 ㅋ,제가 내준 최고난이도 수학문제 붙잡고 씨름하는 딸의 모습. ㅋ,1.0000000000000002
8463,제목은 기술자들인데 시나리오는 초보자들이 썼어요,"제목은 기술자들인데, 시나리오는 초보자들이 썼어요",1.0000000000000002
3785,견자단 형님.... 왜 이렇게 실력이 녹슬었어요?? ㅠ,견자단 형님.... 왜 이렇게 제 실력이 녹슬었어요?? ㅠ,1.0000000000000002
2882,오토바이 전 세계 자유로 자동차 폐지 요청,"오토바이 전, 세계 자유로 자동차 폐지 요청",1.0000000000000002
5264,우연하게 접한 너무 리얼한....,우연하게 접한 게 너무 리얼한....,1.0
1932,보통 그 대형모니터쪽에 있었죠..?,? 보통 그 대형모니터쪽에 있었죠..?,1.0
1933,그럼 전 블랙핑크 갑니다.,자 그럼 전 블랙핑크 갑니다.,1.0
1921,길들여 진다는 것이 이렇게 무서울 수 있다니..하지만 불쾌한 감정들..,길들여 진다는 것이. 이렇게 무서울 수 있다니.. 하지만 불쾌한 감정들..,1.0
5553,성룡이 카레서같이 했더는 자체가 어색 그 시작,성룡이 카레서같이 했더는 자체가 좀 어색 그 시작,1.0
5498,저도 망고 킬링 잘 할 수 있는데요...,저도 망고 킬링 잘 안 할 수 있는데요...,1.0
1909,받을 수 있냐고 요청이 왔습니다.,안 받을 수 있냐고 요청이 왔습니다.,1.0
5352,안성기가 김규리에 반하다니.. 무리수.,. 안성기가 김규리에 반하다니.. 무리수.,1.0
5346,예능+교양을 섞어야 사람들이 오래 재미있게 보는.,예능 + 교양을 잘 섞어야 사람들이 오래 재미있게 보는.,1.0
5798,그래서 사업자번호 및 회사 전화번호를 -(대시)를 빼고 입력되어있으면 어떨까..,- 그래서 사업자번호 및 회사 전화번호를 - ( 대시 ) 를 빼고 입력되어있으면 어떨까..,1.0
5728,오해하신 것 같다고 이야기할까 하다가 알아서 더 잘하라는 뜻으로 파악했습니다..ㅋㅋ,오해하신 것 같다고 이야기할까 하다가 알아서 좀 더 더 잘하라는 뜻으로 파악했습니다.. ㅋㅋ,1.0
1965,얼굴이 낯익다 했는데 모세 였군요,얼굴이 낯익다 고 했는데 모세 였군요,1.0
5836,다음에는 와인샵에서 뵙게 되면 좋겠네요~!,다음에는 와인샵에서 뵙게 되면 참 좋겠네요 ~!,1.0
2148,즉 한국 시장으로 치면 만관객이란 말.,"즉, 한국 시장으로 치면 만관객이란 말.",1.0
5605,대게 재밌게 봤는데 이게 한국꺼였구나...,대게 재밌게 봤는데. 이게 한국꺼였구나...,1.0
2107,넵 초대드렸습니다! (오전 중에 한다는게...),넵 초대드렸습니다!! ( 오전 중에 한다는게... ),1.0
1994,임권택 감독이 가장 후회하는 영화가 아닐까?,임권택 전 감독이 가장 후회하는 영화가 아닐까?,1.0
